0.15,7500,0.15,58168.8111239987
0.138490053900001,7867.94033189998,0.15,62004.5746829984
0.129049844100002,8243.35038930014,0.15,65597.0188859984
0.120680131650003,8615.83286910013,0.15,68887.4964119982
0.115431014770985,8873.12942174341,0.15,71052.2675009973
0.110576696740795,9118.64910811766,0.15,72963.4748939977
0.107033110525376,9355.14940899066,0.15,74654.7141239984
0.10437778039812,9582.85113726393,0.15,76186.8090089997
0.102786903487392,9757.4114362336,0.15,77316.5971709976
0.101169480052975,9919.684362912,0.15,78270.1103519997
0.100281770183682,10071.5955048659,0.15,79127.4145679978
0.0995440194413718,10210.0683880815,0.15,79879.6204469959
0.0987715477234815,10316.2777804816,0.15,80386.7148449959
0.0981782567649507,10411.7823573316,0.15,80833.6963889997
0.09755655364781,10494.8503939815,0.15,81179.6709329986
0.0971377273716558,10565.9313999315,0.15,81467.0454599974
0.0966506837005475,10618.0739849393,0.15,81666.1090889968
0.0961649270602804,10660.6581939876,0.15,81802.1322539972
0.0957737587005435,10695.1261020189,0.15,81901.7529119986
0.0955097756385563,10722.3373587929,0.15,81986.4913319968
0.0952537340705229,10741.1177016115,0.15,82039.0591439986
0.0950492226248888,10755.2997780224,0.15,82081.0425779983
0.0948810722620434,10765.9716821107,0.15,82100.9727089981
0.0947453729377307,10774.2787852368,0.15,82119.6482039962
0.0946963041377219,10779.9759543688,0.15,82139.8572989982
0.0946031224187738,10783.9421740797,0.15,82150.4900879981
0.0945234767488203,10786.8666173059,0.15,82157.2338509994
0.0944749779680728,10788.8091417141,0.15,82157.5297439982
